feedback_id,district,state,survey_date,issue_category,service_type,sentiment,satisfaction_score,comment
FB-2026-000207,Prayagraj,Uttar Pradesh,2026-06-14,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-000208,Bhopal,Madhya Pradesh,2026-01-28,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-000209,Kutch,Gujarat,2026-02-07,Healthcare,Medicine Stock,Negative,3.0,Common medicines were unavailable at the facility.
FB-2026-000210,Jhansi,Uttar Pradesh,2026-04-08,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-000211,Kanpur Nagar,Uttar Pradesh,2026-01-26,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-000212,Jhansi,Uttar Pradesh,2026-02-25,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-000213,Belagavi,Karnataka,2026-04-13,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-000214,Jabalpur,Madhya Pradesh,2026-03-07,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-000215,Lucknow,Uttar Pradesh,2026-08-01,Public Transport,Fare/Cost,Negative,1.0,Fare changes have increased the cost of commuting.
FB-2026-000216,Raichur,Karnataka,2026-05-23,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-000217,Belagavi,Karnataka,2026-04-16,Electricity,Transformer,Negative,3.0,Transformer failures are frequent during high-demand periods.
FB-2026-000218,Rajkot,Gujarat,2026-06-03,Digital Government Services,Server Downtime,Negative,3.0,The online service portal frequently becomes unavailable.
FB-2026-000219,Kanpur Nagar,Uttar Pradesh,2026-06-18,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-000220,Jhansi,Uttar Pradesh,2026-07-15,Roads,Lighting,Negative,2.0,Street lighting is inadequate on several road segments.
FB-2026-000221,Jhansi,Uttar Pradesh,2026-07-29,Digital Government Services,CSC Efficiency,Positive,5.0,The service centre completed the application quickly.
FB-2026-000222,Barmer,Rajasthan,2026-03-11,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-000223,Kalaburagi,Karnataka,2026-08-11,Public Transport,Fare/Cost,Negative,1.0,Fare changes have increased the cost of commuting.
FB-2026-000224,Nashik,Maharashtra,2026-01-08,Sanitation,Drainage,Negative,2.0,Drainage overflow is creating hygiene and mosquito concerns.
FB-2026-000225,Gwalior,Madhya Pradesh,2026-02-10,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-000226,Kutch,Gujarat,2026-02-09,Public Safety,Patrolling,Negative,3.0,Residents want stronger night-time patrolling on vulnerable routes.
FB-2026-000227,Kutch,Gujarat,2026-06-19,Healthcare,Diagnostics,Negative,2.0,Diagnostic reporting took longer than expected.
FB-2026-000228,Barmer,Rajasthan,2026-05-12,Healthcare,Diagnostics,Negative,1.0,Diagnostic reporting took longer than expected.
FB-2026-000229,Bengaluru Urban,Karnataka,2026-06-01,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-000230,Kota,Rajasthan,2026-06-03,Roads,Lighting,Negative,2.0,Street lighting is inadequate on several road segments.
FB-2026-000231,Jodhpur,Rajasthan,2026-07-15,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000232,Ahmedabad,Gujarat,2026-04-21,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-000233,Kota,Rajasthan,2026-08-02,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-000234,Bhopal,Madhya Pradesh,2026-01-11,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-000235,Dharwad,Karnataka,2026-05-27,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-000236,Pune,Maharashtra,2026-03-25,Roads,Work Quality,Negative,2.0,Recent patchwork repairs have started deteriorating.
FB-2026-000237,Raichur,Karnataka,2026-08-05,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-000238,Bhopal,Madhya Pradesh,2026-04-12,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-000239,Belagavi,Karnataka,2026-01-20,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-000240,Kanpur Nagar,Uttar Pradesh,2026-07-18,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-000241,Mumbai Suburban,Maharashtra,2026-02-20,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000242,Bhavnagar,Gujarat,2026-07-17,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000243,Ujjain,Madhya Pradesh,2026-08-14,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-000244,Dharwad,Karnataka,2026-01-18,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-000245,Rajkot,Gujarat,2026-01-19,Roads,Traffic Safety,Negative,1.0,Road markings and speed-control measures need improvement.
FB-2026-000246,Rajkot,Gujarat,2026-03-15,Roads,Potholes,Negative,3.0,Potholes on the arterial road are creating safety concerns.
FB-2026-000247,Kanpur Nagar,Uttar Pradesh,2026-05-29,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-000248,Jaipur,Rajasthan,2026-05-02,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-000249,Mumbai Suburban,Maharashtra,2026-08-03,Employment,Wage Delay,Negative,1.0,Payments under public employment programmes are delayed.
FB-2026-000250,Kanpur Nagar,Uttar Pradesh,2026-01-11,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-000251,Prayagraj,Uttar Pradesh,2026-02-10,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-000252,Gwalior,Madhya Pradesh,2026-06-23,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000253,Belagavi,Karnataka,2026-06-23,Public Transport,Connectivity,Negative,3.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-000254,Nashik,Maharashtra,2026-05-30,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-000255,Bhopal,Madhya Pradesh,2026-07-01,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000256,Indore,Madhya Pradesh,2026-03-26,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-000257,Jabalpur,Madhya Pradesh,2026-01-05,Water Supply,Water Purity,Negative,1.0,Residents reported concerns about water quality.
FB-2026-000258,Belagavi,Karnataka,2026-05-05,Education,Infrastructure,Negative,1.0,The school lacks adequate laboratory and digital facilities.
FB-2026-000259,Bhavnagar,Gujarat,2026-07-21,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-000260,Belagavi,Karnataka,2026-06-08,Public Safety,Crime Rate,Negative,1.0,Recent theft incidents have increased safety concerns.
FB-2026-000261,Aurangabad,Maharashtra,2026-06-27,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-000262,Ujjain,Madhya Pradesh,2026-04-04,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-000263,Bengaluru Urban,Karnataka,2026-07-20,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-000264,Lucknow,Uttar Pradesh,2026-02-19,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-000265,Bengaluru Urban,Karnataka,2026-05-09,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000266,Nagpur,Maharashtra,2026-01-14,Public Safety,Traffic Control,Positive,5.0,Traffic management has improved safety during peak hours.
FB-2026-000267,Mumbai Suburban,Maharashtra,2026-05-13,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-000268,Aurangabad,Maharashtra,2026-08-20,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-000269,Kota,Rajasthan,2026-08-15,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-000270,Rajkot,Gujarat,2026-04-06,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-000271,Kota,Rajasthan,2026-08-27,Public Transport,Connectivity,Negative,1.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-000272,Nagpur,Maharashtra,2026-08-23,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000273,Lucknow,Uttar Pradesh,2026-01-02,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-000274,Jodhpur,Rajasthan,2026-05-21,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-000275,Bengaluru Urban,Karnataka,2026-02-01,Healthcare,Diagnostics,Negative,3.0,Diagnostic reporting took longer than expected.
FB-2026-000276,Rewa,Madhya Pradesh,2026-08-03,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000277,Kanpur Nagar,Uttar Pradesh,2026-07-03,Water Supply,Leakage,Negative,1.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-000278,Kalaburagi,Karnataka,2026-04-17,Healthcare,Doctor Availability,Negative,3.0,The public clinic has long queues because too few doctors are available.
FB-2026-000279,Raichur,Karnataka,2026-05-15,Public Transport,Schedule,Negative,3.0,Vehicles do not consistently follow the published timetable.
FB-2026-000280,Surat,Gujarat,2026-05-01,Roads,Traffic Safety,Negative,2.0,Road markings and speed-control measures need improvement.
FB-2026-000281,Bikaner,Rajasthan,2026-04-02,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000282,Mumbai Suburban,Maharashtra,2026-07-08,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000283,Kalaburagi,Karnataka,2026-07-28,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-000284,Lucknow,Uttar Pradesh,2026-07-27,Electricity,Transformer,Negative,1.0,Transformer failures are frequent during high-demand periods.
FB-2026-000285,Bengaluru Urban,Karnataka,2026-07-22,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-000286,Mysuru,Karnataka,2026-07-28,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-000287,Jaipur,Rajasthan,2026-08-09,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-000288,Pune,Maharashtra,2026-04-22,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-000289,Belagavi,Karnataka,2026-05-08,Digital Government Services,Payment Gateway,Positive,5.0,Online payment for government services is fast and transparent.
FB-2026-000290,Barmer,Rajasthan,2026-07-06,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-000291,Nanded,Maharashtra,2026-03-24,Water Supply,Tanker Dependency,Negative,3.0,Dependence on private tankers is increasing household costs.
FB-2026-000292,Bengaluru Urban,Karnataka,2026-06-04,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-000293,Ujjain,Madhya Pradesh,2026-01-11,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-000294,Jabalpur,Madhya Pradesh,2026-07-22,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-000295,Bhopal,Madhya Pradesh,2026-07-25,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-000296,Nashik,Maharashtra,2026-06-23,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-000297,Bhavnagar,Gujarat,2026-06-15,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-000298,Vadodara,Gujarat,2026-06-23,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-000299,Ujjain,Madhya Pradesh,2026-05-27,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-000300,Dharwad,Karnataka,2026-03-05,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-000301,Nanded,Maharashtra,2026-04-10,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-000302,Bikaner,Rajasthan,2026-02-24,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-000303,Varanasi,Uttar Pradesh,2026-02-04,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-000304,Ujjain,Madhya Pradesh,2026-07-27,Digital Government Services,Payment Gateway,Positive,5.0,Online payment for government services is fast and transparent.
FB-2026-000305,Kalaburagi,Karnataka,2026-05-21,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-000306,Nanded,Maharashtra,2026-05-11,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-000307,Udaipur,Rajasthan,2026-01-07,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-000308,Jhansi,Uttar Pradesh,2026-08-15,Public Transport,Connectivity,Negative,2.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-000309,Lucknow,Uttar Pradesh,2026-07-16,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-000310,Dharwad,Karnataka,2026-04-26,Electricity,Billing,Negative,1.0,Billing errors are creating avoidable grievance cases.
FB-2026-000311,Jhansi,Uttar Pradesh,2026-02-16,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-000312,Kanpur Nagar,Uttar Pradesh,2026-01-15,Education,Digital Education,Positive,4.0,Digital classroom access has improved learning conditions.
FB-2026-000313,Aurangabad,Maharashtra,2026-08-28,Public Transport,Connectivity,Negative,3.0,Last-mile connectivity from the main transit hub is limited.
FB-2026-000314,Bengaluru Urban,Karnataka,2026-03-06,Employment,Wage Delay,Negative,2.0,Payments under public employment programmes are delayed.
FB-2026-000315,Nagpur,Maharashtra,2026-06-07,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-000316,Nashik,Maharashtra,2026-06-09,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-000317,Vadodara,Gujarat,2026-01-08,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-000318,Bikaner,Rajasthan,2026-07-16,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-000319,Gorakhpur,Uttar Pradesh,2026-03-19,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-000320,Rewa,Madhya Pradesh,2026-01-16,Public Transport,Fare/Cost,Negative,2.0,Fare changes have increased the cost of commuting.
